file,,name,include,copyright,copyrightLink,category,disputed,territory,all,,style,canton,star,emblemFlag,red white blue,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
35872728.svg,,Manchukuo (1932-1945),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
49385992.svg,,Montenegro (1993-2004),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
46533050.svg,,Mozambique (1975-1983),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
82190139.svg,,New Granada (1811-1814),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
00360276.svg,,Yemen Arab Republic (1962-1990),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
32140367.svg,,Ottoman Empire (1517-1793),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
33143678.svg,,Panama Canal Zone (1915-1979),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
59833723.svg,,Paraguay (1826-1842),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
65613516.svg,,Portugal (1830-1910),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
66460463.svg,,Qatar (1936-1949),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
77660953.svg,,Rhodesia (1968-1979),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
94552664.svg,,Romania (1965-1989),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
61307030.svg,,Rwanda (1962-2001),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
64002260.svg,,Saint Christopher-Nevis-Anguilla (1967-1983),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
28748331.svg,,Saint Vincent and the Grenadines (1979-1985),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
05511307.svg,,SEATO (1954-1977),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
81735712.svg,,Seychelles (1977-1996),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
88064117.svg,,Siam (1855),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
92410195.svg,,Somaliland (until 1996),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
26697163.svg,,South Africa (1928-1994),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
79456894.svg,,South Vietnam (1948-1975),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
21715300.svg,,South Yemen 81967-1990),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
02052994.svg,,State of Bahawalpur (1947-1955),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
25169615.svg,,Sudan (1956-1970),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
64370871.svg,,Suriname (1959-1975),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
76937854.svg,,Swaziland 1894,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
16229539.svg,,Syria (1930-1958),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
96793264.svg,,Republic of Texas (1835-1839),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
98763628.svg,,Arab Federation (1958),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
81768536.svg,,Comoros (1996-2001),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
44327759.svg,,Confederate States of America (1861-1863),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
48577281.svg,,Confederate States of America (1863-1865),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
44876002.svg,,Cook Islands (1973-1979),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
47449908.svg,,Democratic Republic of Congo (1997-2003),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
31428545.svg,,European Coal and Steel Community (1958-1972),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
44505070.svg,,German East Africa Company (1884-1920),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
95686907.svg,,Government of Portuguese Macau (1976-1999),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
59730661.svg,,Governor of South Pacific Mandate (1914-1945),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
50373129.svg,,Habsburg Monarchy (until 1918),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
19791303.svg,,Khmer Republic (1970-1975),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
39833159.svg,,Kingdom of Mosquitia (1834-1860),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
73524564.svg,,Maldives (1953-1965),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
86391431.svg,,Mongolian People's Republic (1945-1992),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
00590406.svg,,Mongol Empire,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
85471131.svg,,Netherlands Antilles (1986-2010),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
25647230.svg,,Northern Mariana Islands (1976-1989),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
76197996.svg,,Orange Free State (1854-1902),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
04574091.svg,,African Union (2004-2010),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
69894268.svg,,People's Republic of Congo (1969-1992),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
37382680.svg,,Philippines (1936-1985),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
52758757.svg,,Republic of Baja California (1853-1854),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
01808197.svg,,Russian Empire (1858-1896),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
14759540.svg,,Shanghai International Settlement (1863-1941),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
53133264.svg,,State of Aden (1963–1967),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
14898814.svg,,Trust Territory of Pacific Islands (1947-1994),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
67550907.svg,,Tuvan People's Republic (1930-1935),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
23163561.svg,,Union of African States (1961-1962),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
94358577.svg,,United Arab Republic (1958-1971),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
49255690.svg,,West Indies Federation (1958-1962),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
48499555.svg,,Tonga (1862-1866),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
51833250.svg,,Venezuela (1859-1863),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
00557371.png,,Venice,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
72161354.svg,,Yugoslavia (1946-1992),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
02075674.svg,,Zanzibar (1964),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
72141852.svg,,Merchant flag of Spanish Morocco (1912-1956),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
80912690.svg,,Chinese Soviet Republic (1931-1937),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
19821497.svg,,United Kingdoms of Sweden and Norway (Norwegian version; 1844-1899),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
31372050.svg,,Prinsenvlag,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
01566943.svg,,Greece (1935-1973),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
48673457.svg,,Venezuela (1905-1930),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
42691746.svg,,Austrian Netherlands Flag (1713-1795),,copyright,"By self made from a low resolution raster version probably by Auseklis or Stijn_Calle, with some elements by Sodacan - Own work based on: Oostenrijkse Nederlanden Vlag.gif, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=25020922",historical,,,,,,,,,,,,,,,allFiles,allFlags,
33559342.jpg,,Central American Federation (1823-1841),,copyright,"By Huhsunqu - This W3C-unspecified vector image was created with Inkscape ., CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=598888",historical,,,,,,,,,,,,,,,allFiles,allFlags,
02212054.svg,,Holy Roman Empire (1400-1806),,copyright,"By David Liuzzo, eagle by N3MO - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10025741",historical,,,,,,,,,,,,,,,allFiles,allFlags,
55479547.svg,,Duchy of Brittany (939–1547),,copyright,"By This image has been made by GwenofGwened and released under the licenses stated below. You are free to use it for any purpose as long as you credit me as author, Wikimedia Commons as site and follow the terms of the licenses. Could you be kind enough to leave me a message on this page to inform me about your use of this picture. - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=10261382",historical,,,,,,,,,,,,,,,allFiles,allFlags,
43362902.svg,,Afghanistan (1901-1919),,copyright,"By QWerk. - File:NF 1892 - 1919.jpg., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3357582",historical,,,,,,,,,,,,,,,allFiles,allFlags,
64621212.svg,,Argentina (1840),,copyright,"By Guilherme Paula - self-made, based in Image:Flag_of_Argentina_arround_1840.gif https://archive.ph/8UyiW/0255393d5c3ab4c5e033b77d761673da8b963b6b.webp, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=2523031",historical,,,,,,,,,,,,,,,allFiles,allFlags,
18375020.svg,,Bangladesh (1971),,copyright,"By Himasaram / Nirvik12 (Valid SVG Version) - Own work based on: Flag of Bangladesh.svg with map outline traced from Bangladesh divisions english.png. Data from FOTW, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1164430",historical,,,,,,,,,,,,,,,allFiles,allFlags,
86312325.svg,,Biafra (1967-1970),,copyright,"By Mysid - Self-drawn in CorelDraw, based on a FOTW image ([1]), Minahan, James (2002) Encyclopedia of the Stateless Nations: Ethnic and National Groups Around the World, Greenwood Press, p. 762 ISBN: 0313323844., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=592711",historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
79803884.svg,,Bulgaria (1971-1990),,copyright,"By Scroch - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3359564",historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
46427776.svg,,Chinese Eastern Railway Company (1911-1913),,copyright,"By This vector image includes elements that have been taken or adapted from this file: - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=81450785",historical,,,,,,,,,,,,,,,allFiles,allFlags,
76063708.svg,,Chile (1812-1814),,copyright,"By B1mbo - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=499775",historical,,,,,,,,,,,,,,,allFiles,allFlags,
69955770.svg,,Easter Island (until 1902),,copyright,"By James2813, Sacred Hearts by Heralder. - Own work Photo of the original design.Sucesos, 17, p. 15. (1902). [1]La Bandera de Isla de Pascua de 1902[2] [3] [4], CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=123919897",historical,,,,,,,,,,,,,,,allFiles,allFlags,
77395729.svg,,El Salvador (1839-1865),,copyright,"By Heraldry - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=7752375",historical,,,,,,,,,,,,,,,allFiles,allFlags,
26928919.svg,,Ethiopia (1987-1991),,copyright,"By This W3C-unspecified vector image was created with Inkscape . - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=21551168",historical,,,,,,,,,,,,,,,allFiles,allFlags,
98759385.svg,,Formosa (1895),,copyright,"By Jeff Dahl - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=3550776",historical,,,,,,,,,,,,,,,allFiles,allFlags,
87826967.svg,,German New Guinea Company (1884-1919),,copyright,"By Jolle, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1701390",historical,,,,,,,,,,,,,,,allFiles,allFlags,
79945066.svg,,Italy (1861-1946),,copyright,"By F l a n k e r - Regio decreto 1º gennaio 1890[...]Art. 43Le Corone della Reale famiglia hanno tutte la cxxxstessa base d&#039;un cerchio d&#039;oro coi margini cordonati, fregiato con otto grossi zaffiri (cinque visibili) attorniati ciascuno da dodici gemme cioè: quattro diamanti alternati con altrettanti rubini ed altrettanti smeraldi: i zaffiri sono divisi da otto nodi di Savoia (quattro visibili) d &#039;oro a sbalzo. Il cerchio è sormontato da quattro foglie d&#039;acanto d&#039;oro (tre visibili) caricate, in cuore, d&#039;una perla; separate da quattro crocette di Savoia (due visibili) smaltate di rosa e ripiene di bianco, pomate con quattro perle ed accostate, ciascuna, da due perle collocate sopra una piccola punta; il tutto movente dal margine superiore del cerchio.Art. 44Il Re usa due corone; quella Reale di Savoia e quella Reale d&#039;ItaliaArt. 45La Corona Reale di Savoia è chiusa da otto vette d&#039;oro (cinque visibili) moventi dalle foglie e dalle crocette, riunite, con doppia curvatura, sulla sommità, fregiate all&#039;esterno da grosse perle decrescenti dal centro, e sostenenti un globo d&#039;oro cerchiato, cimato come Capo e Generale Gran Maestro dell&#039;Ordine dei SS. Maurizio e Lazzaro, da una crocetta d&#039;oro, trifogliata, movente dalla sommità del globo.[...]http://www.prassi.cnr.it/prassi/content.html?id=1669Regio decreto n. 2072 del 24 settembre 1923Norme per l&#039;uso della bandiera nazionaleconvertito inlegge n. 2264 del 24 dicembre 1925Art. unicoÈ convertito in legge il R. decreto-legge 24 settembre 1923, n. 2072, concernente le norme per l&#039;uso della bandiera nazionale con le modificazioni risultanti dal testo seguente:Art. 1La bandiera nazionale, è formata da un drappo di forma rettangolare interzato in palo, di verde, di bianco e di rosso, col bianco coronato dallo stemma Reale bordato d&#039;azzurro. Il drappo deve essere alto due terzi della sua lunghezza, e i tre colori vanno distribuiti nell&#039;ordine anzidetto e in parti eguali, in guisa che il verde sia aderente all&#039;inferitura. La bandiera di Stato, da usarsi nelle residenze dei Sovrani e della Reale Famiglia, nelle sedi del Parlamento, delle rappresentanze diplomatiche e consolari all&#039;estero e degli uffici governativi, ha lo stemma sormontato dalla corona Reale.Art. 2Per le bandiere nazionali usate dal Regio esercito, dalla Regia marina, dalla Regia aeronautica, come quelle usate dalla marina mercantile e dagli Enti che ne ebbero disciplinato l&#039;uso da apposite disposizioni, nulla è innovato alle prescrizioni ora vigenti.Art. 3Le bandiere nazionali degli Enti pubblici locali hanno lo stemma senza corona, e con la bordatura azzura.Art. 4Gli Enti pubblici locali possono fare uso soltanto della bandiera nazionale e dei vessilli e gonfaloni tradizionali propri degli Enti, purché questi siano accompagnati alla bandiera nazionale, che avrà sempre il posto d&#039;onore, a destra o in alto. L&#039;autorità governativa può ordinare, secondo le consuetudini del Regno, che sui pubblici edifici delle Provincie, dei Comuni e degli Enti riconosciuti o vigilati dallo Stato sia esposta la bandiera nazionale. In caso di trasgressione, il Prefetto provvederà a termini di legge.Art. 5In segno di lutto le bandiere degli edifici e quelle con sistemazione fissa devono essere tenute a mezz&#039;asta; potranno anche avere due strisce di velo nero adattate all&#039;estremità superiore dell&#039;inferitura. Queste strisce sono obbligatorie invece per le bandiere che vengono portate nelle pubbliche cerimonie funebri.Art. 6Nei festeggiamenti e nelle pubbliche funzioni la bandiera nazionale o di Stato deve avere la precedenza sopra tutti gli altri emblemi civili.Art. 7Ferme rimanendo le norme e consuetudini di diritto internazionale per l&#039;uso delle bandiere da parte delle rappresentanze diplomatiche e consolari estere, nessuno, cittadino o straniero, potrà nel Regno esporre bandiere di altri Stati, se non accompagnate alla bandiera italiana che occuperà sempre il posto d&#039;onore, a destra, o in mezzo se le bandiere straniere sono più di una. In caso di trasgressione l&#039;autorità di pubblica sicurezza provvederà alla immediata rimozione della o delle bandiere ed i colpevoli saranno puniti con multa da L. 1000 e 5000.Used colors:greenrendered as RGB 000 140 069 Pantone 17-6153whiterendered as RGB 244 245 240 Pantone 11-0601redrendered as RGB 205 033 042 Pantone 18-1662Template:I18n/savoy bluerendered as RGB 075 097 209 Pantone ?, CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=1155686",historical,,,,,,,,,,,,,,,allFiles,allFlags,
24628077.png,,Kuwait (1940-1961),,copyright,"By Tcfc2349 - referenced and traced from File:Flag of Kuwait 1940-1961.png and File:Flag of Kuwait (1940 - 1961).png, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=109604800",historical,,,,,,,,,,,,,,,allFiles,allFlags,
79325418.png,,Labez Kingdom,,copyright,"By Aziz Mokrani fleur-de-lys:[3]. - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=91441435",historical,,,,,,,,,,,,,,,allFiles,allFlags,
94287733.svg,,Lesotho (1966-1987),,copyright,"By Zscout370 at English Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1247016",historical,,,,,,,,,,,,,,,allFiles,allFlags,
96590512.svg,,Monaco (1814-1881),,copyright,"By Dekodrak - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=78628425",historical,,,,,,,,,,,,,,,allFiles,allFlags,
16181425.svg,,Mongolia (1924-1940),,copyright,"By Havsjö - https://montsame.mn/cn/read/185871, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=93688605",historical,,,,,,,,,,,,,,,allFiles,allFlags,
58647289.svg,,Nepal (1743-1962),,copyright,"By Orange Tuesday - Own work based on: http://www.fotw.us/flags/np.html, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10399461",historical,,,,,,,,,,,,,,,allFiles,allFlags,
67007412.svg,,Peru (1822-1825),,copyright,"By Pachakutec - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=90804117",historical,,,,,,,,,,,,,,,allFiles,allFlags,
65889413.svg,,Prussia (1892-1918),,copyright,"By David Liuzzo, Attribution, https://commons.wikimedia.org/w/index.php?curid=2461715",historical,,,,,,,,,,,,,,,allFiles,allFlags,
40634601.svg,,Russia (1914-1917),,copyright,"By Srg36 - Own work, and using and . Source: File:Russian flag 1914.gif, [1], [2], [3], [4],[5], [6]See also:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=19788046",historical,,,,,,,,,,,,,,,allFiles,allFlags,
72476446.svg,,Serbia (1882-1918),,copyright,"By Guilherme Paula - ?????? ?????????? ?????????, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=2562345",historical,,,,,,,,,,,,,,,allFiles,allFlags,
45243665.svg,,Sovereign State of Panama (1855–1903),,copyright,"By Milenioscuro - Selfmade, based on the flag from FOTW, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=9361140",historical,,,,,,,,,,,,,,,allFiles,allFlags,
93348423.svg,,Spain (1931-1939),,copyright,"By Amartin2671 - Own workBased on:https://www.pinterest.es/pin/439663982383029443/,https://www.pinterest.es/pin/403142604120535368/,https://www.exploradoresdemadrid.org/wp-content/uploads/2019/11/bandera-republicana-300x225.jpg/,https://www.elprogreso.es/asset/thumbnail,1280,720,center,center/media/elprogreso/images/2019/05/19/2019051919071833568.jpg/,https://s3.abcstatics.com/media/historia/2020/05/19/vicente-rojo-bandera-republica-guerra-civil-knCF--1248x698@abc.jpg/, https://www.elindependientedegranada.es/sites/default/files/ii_republica_2.jpg/,https://4.bp.blogspot.com/-86L0Lq3bVV4/U0WMDOPQSNI/AAAAAAAARtg/9JWeO8-aU_Q/s1600/Escudo+y+Bandera+de+la+Segunda+Rep%C3%BAblica.jpg/,https://cloud10.todocoleccion.online/militaria-equipamiento/tc/2021/04/14/11/45959910_294070130_tcimg_9D6DCE35.jpg/, Public Domain, https://commons.wikimedia.org/w/index.php?curid=127883754",historical,,,,,,,,,,,,,,,allFiles,allFlags,
84219507.svg,,Spain (1945-1977),,copyright,"By SanchoPanzaXXI - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=3416012",historical,,,,,,,,,,,,,,,allFiles,allFlags,
05152641.svg,,Gran Colombia (1819–1831),,copyright,"CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10402127",historical,,,,,,,,,,,,,,,allFiles,allFlags,
65562002.svg,,League of Nations (1939),,copyright,"By This W3C-unspecified vector image was created with Inkscape . - Strictly based on a flag kept by the League of Nations Archives (United Nations Geneva)., CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=71926201",historical,,,,,,,,,,,,,,,allFiles,allFlags,
92319952.svg,,Mountainous Republic of the Northern Caucasus (1917-1922),,copyright,"By Arsenekoumyk - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=77370314",historical,,,,,,,,,,,,,,,allFiles,allFlags,
16723908.svg,,Peru-Bolivian Confederation (1836-1839),,copyright,"By No machine-readable author provided. Huhsunqu assumed (based on copyright claims). - No machine-readable source provided. Own work assumed (based on copyright claims)., CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=1020495",historical,,,,,,,,,,,,,,,allFiles,allFlags,
55475300.svg,,State of Burma (1943-1945),,copyright,"By Flag_of_Burma_1943.svg: *Flag_of_Burma_1943.gif: Jaume Olléderivative work: Rannpháirtí anaithnid (talk)Flag_of_Burma_1943.gif: Jaume OlléFlag_of_the_Alaungpaya_Dynasty_of_Myanmar.svg: *Flag_of_Burma_(Alaungpaya_Dynasty)_2.png: GryffindorPresidential_Flag_of_Burma.svg: *Presidential_flag_Burma.PNG: GryffindorPeacock_symbol_Burma.svg: *Peacock_symbol_Burma.PNG: Gryffindorderivative work: Fred the Oysterderivative work: NikNaks93 (talk)derivative work: Mnmazur (talk)derivative work: Mnmazur (talk) - Flag_of_Burma_1943.svgFlag_of_Burma_1943.gifFlag_of_the_Alaungpaya_Dynasty_of_Myanmar.svg, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=11888495",historical,,,,,,,,,,,,,,,allFiles,allFlags,
67981872.svg,,United Tribes of New Zealand,,copyright,"By No machine-readable author provided. Greentubing assumed (based on copyright claims). - No machine-readable source provided. Own work assumed (based on copyright claims)., CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=559023",historical,,,,,,,,,,,,,,,allFiles,allFlags,
12127189.svg,,Western Union (1949-1954),,copyright,"By Ssolbergj - Own work based on: description on [1], CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15355276",historical,,,,,,,,,,,,,,,allFiles,allFlags,
27279258.svg,,South African Republic (1881-1902),,copyright,"By Himasaram - Source: Drawn by SKopp /Reference: https://www.fotw.info/flags/za-trans.html, http://savaflags.org.za/spec/Zuid%20Afrikaansche%20Republiek%20-%20national%20-%201858%20-%201902%20-%20sheet%201.pdf, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=470924",historical,,,,,,,,,,,,,,,allFiles,allFlags,
61028260.svg,,Mahra Sultanate (until 1967),,copyright,"By Ivan Sache - Mahraflag.jpg:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=18916920",historical,,,,,,,,,,,,,,,allFiles,allFlags,
53319396.svg,,Germany Imperial Flag (1907–1919),,copyright,"By David Liuzzo, Attribution, https://commons.wikimedia.org/w/index.php?curid=4481199",historical,,,,,,,,,,,,,,,allFiles,allFlags,
34602028.svg,,Royal France,,copyright,"By Oren neu dag (talk) - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=5879194",historical,,,,,,,,,,,,,,,allFiles,allFlags,
